会社名,路線系統,所属基地,形式,番台,編成名,組成順,略号,車両番号,車両ID,始,終,見出しアイコン,編成アイコン,車体アイコン,pl,pr,bl,bc,br,左方向,右方向,ATACS-ID,ラッピング,消滅済,見出し特記事項,変遷変更点,編成情報(選択),編成情報(記述),車両情報(選択),車両情報(記述),集電装置,主電動機,制御装置,補助電源装置,空気圧縮機,動力台車,付随台車
JR東日本,山手線,山手電車区,103系,,ﾔﾃ100,1,Tc,クハ103-754,103-101,1987/04/11,1987/04/12,103jy,103jy,jy,,,t,,t,外回り,内回り,,,◯,おもしろ電車,,,11日は内回り、12日は外回りで運転,1,,,,,,,,
JR東日本,山手線,山手電車区,103系,,ﾔﾃ100,2,T,サハ103-274,103-102,1987/04/11,1987/04/12,103jy,103jy,jy,,,t,,t,外回り,内回り,,,◯,おもしろ電車,,,11日は内回り、12日は外回りで運転,2,,,,,,,,
JR東日本,山手線,山手電車区,103系,,ﾔﾃ100,3,M',モハ102-267,103-103,1987/04/11,1987/04/12,103jy,103jy,jb,,,m,,m,外回り,内回り,,,◯,おもしろ電車,,,11日は内回り、12日は外回りで運転,3,,,,,,,,
JR東日本,山手線,山手電車区,103系,,ﾔﾃ100,4,M,モハ103-142,103-104,1987/04/11,1987/04/12,103jy,103jy,jb,◇,,m,,m,外回り,内回り,,,◯,おもしろ電車,,,11日は内回り、12日は外回りで運転,4,,,,,,,,
JR東日本,山手線,山手電車区,103系,,ﾔﾃ100,5,M',モハ102-512,103-105,1987/04/11,1987/04/12,103jy,103jy,jc,,,m,,m,外回り,内回り,,,◯,おもしろ電車,,,11日は内回り、12日は外回りで運転,5,,,,,,,,
JR東日本,山手線,山手電車区,103系,,ﾔﾃ100,6,M,モハ103-356,103-106,1987/04/11,1987/04/12,103jy,103jy,jc,◇,,m,,m,外回り,内回り,,,◯,おもしろ電車,,,11日は内回り、12日は外回りで運転,6,,,,,,,,
JR東日本,山手線,山手電車区,103系,,ﾔﾃ100,7,M',モハ102-1005,103-107,1987/04/11,1987/04/12,103jy,103jy,jj,,,m,,m,外回り,内回り,,,◯,おもしろ電車,,,11日は内回り、12日は外回りで運転,7,,,,,,,,
JR東日本,山手線,山手電車区,103系,,ﾔﾃ100,8,M,モハ103-1005,103-108,1987/04/11,1987/04/12,103jy,103jy,jj,◇,,m,,m,外回り,内回り,,,◯,おもしろ電車,,,11日は内回り、12日は外回りで運転,8,,,,,,,,
JR東日本,山手線,山手電車区,103系,,ﾔﾃ100,9,T,サハ103-379,103-109,1987/04/11,1987/04/12,103jy,103jy,jk,,,t,,t,外回り,内回り,,,◯,おもしろ電車,,,11日は内回り、12日は外回りで運転,9,,,,,,,,
JR東日本,山手線,山手電車区,103系,,ﾔﾃ100,10,Tc,クハ103-321,103-110,1987/04/11,1987/04/12,103jy,103jy,jk,,,t,,t,外回り,内回り,,,◯,おもしろ電車,,,11日は内回り、12日は外回りで運転,10,,,,,,,,
JR東日本,山手線,山手電車区,103系,,ﾔﾃ200,1,Tc,クハ103-322,103-201,1987/04/11,1987/04/12,103jy,103jk,jk,,,t,,t,外回り,内回り,,,◯,おもしろ電車,,,11日は外回り、12日は内回りで運転,1,,,,,,,,
JR東日本,山手線,山手電車区,103系,,ﾔﾃ200,2,T,サハ103-380,103-202,1987/04/11,1987/04/12,103jy,103jk,jk,,,t,,t,外回り,内回り,,,◯,おもしろ電車,,,11日は外回り、12日は内回りで運転,2,,,,,,,,
JR東日本,山手線,山手電車区,103系,,ﾔﾃ200,3,M',モハ103-1039,103-203,1987/04/11,1987/04/12,103jy,103jk,jj,,,m,,m,外回り,内回り,,,◯,おもしろ電車,,,11日は外回り、12日は内回りで運転,3,,,,,,,,
JR東日本,山手線,山手電車区,103系,,ﾔﾃ200,4,M,モハ102-1039,103-204,1987/04/11,1987/04/12,103jy,103jk,jj,◇,,m,,m,外回り,内回り,,,◯,おもしろ電車,,,11日は外回り、12日は内回りで運転,4,,,,,,,,
JR東日本,山手線,山手電車区,103系,,ﾔﾃ200,5,M',モハ103-511,103-205,1987/04/11,1987/04/12,103jy,103jk,jc,,,m,,m,外回り,内回り,,,◯,おもしろ電車,,,11日は外回り、12日は内回りで運転,5,,,,,,,,
JR東日本,山手線,山手電車区,103系,,ﾔﾃ200,6,M,モハ102-355,103-206,1987/04/11,1987/04/12,103jy,103jk,jc,◇,,m,,m,外回り,内回り,,,◯,おもしろ電車,,,11日は外回り、12日は内回りで運転,6,,,,,,,,
JR東日本,山手線,山手電車区,103系,,ﾔﾃ200,7,M',モハ103-280,103-207,1987/04/11,1987/04/12,103jy,103jk,jb,,,m,,m,外回り,内回り,,,◯,おもしろ電車,,,11日は外回り、12日は内回りで運転,7,,,,,,,,
JR東日本,山手線,山手電車区,103系,,ﾔﾃ200,8,M,モハ102-149,103-208,1987/04/11,1987/04/12,103jy,103jk,jb,◇,,m,,m,外回り,内回り,,,◯,おもしろ電車,,,11日は外回り、12日は内回りで運転,8,,,,,,,,
JR東日本,山手線,山手電車区,103系,,ﾔﾃ200,9,T,サハ103-272,103-209,1987/04/11,1987/04/12,103jy,103jk,jy,,,t,,t,外回り,内回り,,,◯,おもしろ電車,,,11日は外回り、12日は内回りで運転,9,,,,,,,,
JR東日本,山手線,山手電車区,103系,,ﾔﾃ200,10,Tc,クハ103-741,103-210,1987/04/11,1987/04/12,103jy,103jk,jy,,,t,,t,外回り,内回り,,,◯,おもしろ電車,,,11日は外回り、12日は内回りで運転,10,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ1,1,Tc',クハ204-1,205-0001,1985/01/31,1991/12/01,205-0jy,205-0jy,205-0jy-1,,,t,,t,外回り,内回り,,,◯,10両,,,,1,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ1,2,M',モハ204-3,205-0002,1985/01/31,1991/12/01,205-0jy,205-0jy,205-0jy-2,,,m,,m,外回り,内回り,,,◯,10両,,,,2,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ1,3,M,モハ205-3,205-0003,1985/01/31,1991/12/01,205-0jy,205-0jy,205-0jy-2,◇,,m,,m,外回り,内回り,,,◯,10両,,,,3,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ1,4,T,サハ205-2,205-0004,1985/01/31,1991/12/01,205-0jy,205-0jy,205-0jy-2,,,t,,t,外回り,内回り,,,◯,10両,,,,4,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ1,5,M',モハ204-2,205-0005,1985/01/31,1991/12/01,205-0jy,205-0jy,205-0jy-2,,,m,,m,外回り,内回り,,,◯,10両,,,,5,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ1,6,M,モハ205-2,205-0006,1985/01/31,1991/12/01,205-0jy,205-0jy,205-0jy-2,◇,,m,,m,外回り,内回り,,,◯,10両,,,,6,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ1,7,T,サハ205-1,205-0007,1985/01/31,1991/12/01,205-0jy,205-0jy,205-0jy-2,,,t,,t,外回り,内回り,,,◯,10両,,,,7,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ1,8,M',モハ204-1,205-0008,1985/01/31,1991/12/01,205-0jy,205-0jy,205-0jy-2,,,m,,m,外回り,内回り,,,◯,10両,,,,8,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ1,9,M,モハ205-1,205-0009,1985/01/31,1991/12/01,205-0jy,205-0jy,205-0jy-2,◇,,m,,m,外回り,内回り,,,◯,10両,,,,9,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ1,10,Tc,クハ205-1,205-0010,1985/01/31,1991/12/01,205-0jy,205-0jy,205-0jy-3,,,t,,t,外回り,内回り,,,◯,10両,,,,10,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ2,1,Tc',クハ204-2,205-0011,1985/02/14,1991/12/01,205-0jy,205-0jy,205-0jy-1,,,t,,t,外回り,内回り,,,◯,10両,,,,1,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ2,2,M',モハ204-6,205-0012,1985/02/14,1991/12/01,205-0jy,205-0jy,205-0jy-2,,,m,,m,外回り,内回り,,,◯,10両,,,,2,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ2,3,M,モハ205-6,205-0013,1985/02/14,1991/12/01,205-0jy,205-0jy,205-0jy-2,◇,,m,,m,外回り,内回り,,,◯,10両,,,,3,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ2,4,T,サハ205-4,205-0014,1985/02/14,1991/12/01,205-0jy,205-0jy,205-0jy-2,,,t,,t,外回り,内回り,,,◯,10両,,,,4,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ2,5,M',モハ204-5,205-0015,1985/02/14,1991/12/01,205-0jy,205-0jy,205-0jy-2,,,m,,m,外回り,内回り,,,◯,10両,,,,5,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ2,6,M,モハ205-5,205-0016,1985/02/14,1991/12/01,205-0jy,205-0jy,205-0jy-2,◇,,m,,m,外回り,内回り,,,◯,10両,,,,6,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ2,7,T,サハ205-3,205-0017,1985/02/14,1991/12/01,205-0jy,205-0jy,205-0jy-2,,,t,,t,外回り,内回り,,,◯,10両,,,,7,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ2,8,M',モハ204-4,205-0018,1985/02/14,1991/12/01,205-0jy,205-0jy,205-0jy-2,,,m,,m,外回り,内回り,,,◯,10両,,,,8,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ2,9,M,モハ205-4,205-0019,1985/02/14,1991/12/01,205-0jy,205-0jy,205-0jy-2,◇,,m,,m,外回り,内回り,,,◯,10両,,,,9,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ2,10,Tc,クハ205-2,205-0020,1985/02/14,1991/12/01,205-0jy,205-0jy,205-0jy-3,,,t,,t,外回り,内回り,,,◯,10両,,,,10,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ3,1,Tc',クハ204-3,205-0021,1985/02/25,1991/12/01,205-0jy,205-0jy,205-0jy-1,,,t,,t,外回り,内回り,,,◯,10両,,,,1,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ3,2,M',モハ204-9,205-0022,1985/02/25,1991/12/01,205-0jy,205-0jy,205-0jy-2,,,m,,m,外回り,内回り,,,◯,10両,,,,2,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ3,3,M,モハ205-9,205-0023,1985/02/25,1991/12/01,205-0jy,205-0jy,205-0jy-2,◇,,m,,m,外回り,内回り,,,◯,10両,,,,3,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ3,4,T,サハ205-6,205-0024,1985/02/25,1991/12/01,205-0jy,205-0jy,205-0jy-2,,,t,,t,外回り,内回り,,,◯,10両,,,,4,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ3,5,M',モハ204-8,205-0025,1985/02/25,1991/12/01,205-0jy,205-0jy,205-0jy-2,,,m,,m,外回り,内回り,,,◯,10両,,,,5,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ3,6,M,モハ205-8,205-0026,1985/02/25,1991/12/01,205-0jy,205-0jy,205-0jy-2,◇,,m,,m,外回り,内回り,,,◯,10両,,,,6,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ3,7,T,サハ205-5,205-0027,1985/02/25,1991/12/01,205-0jy,205-0jy,205-0jy-2,,,t,,t,外回り,内回り,,,◯,10両,,,,7,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ3,8,M',モハ204-7,205-0028,1985/02/25,1991/12/01,205-0jy,205-0jy,205-0jy-2,,,m,,m,外回り,内回り,,,◯,10両,,,,8,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ3,9,M,モハ205-7,205-0029,1985/02/25,1991/12/01,205-0jy,205-0jy,205-0jy-2,◇,,m,,m,外回り,内回り,,,◯,10両,,,,9,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ3,10,Tc,クハ205-3,205-0030,1985/02/25,1991/12/01,205-0jy,205-0jy,205-0jy-3,,,t,,t,外回り,内回り,,,◯,10両,,,,10,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ4,1,Tc',クハ204-4,205-0031,1985/03/05,1991/11/30,205-0jy,205-0jy,205-0jy-1,,,t,,t,外回り,内回り,,,◯,10両,,,,1,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ4,2,M',モハ204-12,205-0032,1985/03/05,1991/11/30,205-0jy,205-0jy,205-0jy-2,,,m,,m,外回り,内回り,,,◯,10両,,,,2,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ4,3,M,モハ205-12,205-0033,1985/03/05,1991/11/30,205-0jy,205-0jy,205-0jy-2,◇,,m,,m,外回り,内回り,,,◯,10両,,,,3,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ4,4,T,サハ205-8,205-0034,1985/03/05,1991/11/30,205-0jy,205-0jy,205-0jy-2,,,t,,t,外回り,内回り,,,◯,10両,,,,4,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ4,5,M',モハ204-11,205-0035,1985/03/05,1991/11/30,205-0jy,205-0jy,205-0jy-2,,,m,,m,外回り,内回り,,,◯,10両,,,,5,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ4,6,M,モハ205-11,205-0036,1985/03/05,1991/11/30,205-0jy,205-0jy,205-0jy-2,◇,,m,,m,外回り,内回り,,,◯,10両,,,,6,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ4,7,T,サハ205-7,205-0037,1985/03/05,1991/11/30,205-0jy,205-0jy,205-0jy-2,,,t,,t,外回り,内回り,,,◯,10両,,,,7,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ4,8,M',モハ204-10,205-0038,1985/03/05,1991/11/30,205-0jy,205-0jy,205-0jy-2,,,m,,m,外回り,内回り,,,◯,10両,,,,8,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ4,9,M,モハ205-10,205-0039,1985/03/05,1991/11/30,205-0jy,205-0jy,205-0jy-2,◇,,m,,m,外回り,内回り,,,◯,10両,,,,9,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ4,10,Tc,クハ205-4,205-0040,1985/03/05,1991/11/30,205-0jy,205-0jy,205-0jy-3,,,t,,t,外回り,内回り,,,◯,10両,,,,10,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ5,1,Tc',クハ204-5,205-0041,1985/07/09,1991/11/30,205-0jy,205-0jy,205-0jy-1,,,t,,t,外回り,内回り,,,◯,10両,,,,1,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ5,2,M',モハ204-15,205-0042,1985/07/09,1991/11/30,205-0jy,205-0jy,205-0jy-2,,,m,,m,外回り,内回り,,,◯,10両,,,,2,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ5,3,M,モハ205-15,205-0043,1985/07/09,1991/11/30,205-0jy,205-0jy,205-0jy-2,◇,,m,,m,外回り,内回り,,,◯,10両,,,,3,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ5,4,T,サハ205-10,205-0044,1985/07/09,1991/11/30,205-0jy,205-0jy,205-0jy-2,,,t,,t,外回り,内回り,,,◯,10両,,,,4,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ5,5,M',モハ204-14,205-0045,1985/07/09,1991/11/30,205-0jy,205-0jy,205-0jy-2,,,m,,m,外回り,内回り,,,◯,10両,,,,5,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ5,6,M,モハ205-14,205-0046,1985/07/09,1991/11/30,205-0jy,205-0jy,205-0jy-2,◇,,m,,m,外回り,内回り,,,◯,10両,,,,6,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ5,7,T,サハ205-9,205-0047,1985/07/09,1991/11/30,205-0jy,205-0jy,205-0jy-2,,,t,,t,外回り,内回り,,,◯,10両,,,,7,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ5,8,M',モハ204-13,205-0048,1985/07/09,1991/11/30,205-0jy,205-0jy,205-0jy-2,,,m,,m,外回り,内回り,,,◯,10両,,,,8,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ5,9,M,モハ205-13,205-0049,1985/07/09,1991/11/30,205-0jy,205-0jy,205-0jy-2,◇,,m,,m,外回り,内回り,,,◯,10両,,,,9,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ5,10,Tc,クハ205-5,205-0050,1985/07/09,1991/11/30,205-0jy,205-0jy,205-0jy-3,,,t,,t,外回り,内回り,,,◯,10両,,,,10,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ6,1,Tc',クハ204-6,205-0051,1985/07/11,1991/12/19,205-0jy,205-0jy,205-0jy-1,,,t,,t,外回り,内回り,,,◯,10両,,,,1,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ6,2,M',モハ204-18,205-0052,1985/07/11,1991/12/19,205-0jy,205-0jy,205-0jy-2,,,m,,m,外回り,内回り,,,◯,10両,,,,2,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ6,3,M,モハ205-18,205-0053,1985/07/11,1991/12/19,205-0jy,205-0jy,205-0jy-2,◇,,m,,m,外回り,内回り,,,◯,10両,,,,3,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ6,4,T,サハ205-12,205-0054,1985/07/11,1991/12/19,205-0jy,205-0jy,205-0jy-2,,,t,,t,外回り,内回り,,,◯,10両,,,,4,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ6,5,M',モハ204-17,205-0055,1985/07/11,1991/12/19,205-0jy,205-0jy,205-0jy-2,,,m,,m,外回り,内回り,,,◯,10両,,,,5,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ6,6,M,モハ205-17,205-0056,1985/07/11,1991/12/19,205-0jy,205-0jy,205-0jy-2,◇,,m,,m,外回り,内回り,,,◯,10両,,,,6,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ6,7,T,サハ205-11,205-0057,1985/07/11,1991/12/19,205-0jy,205-0jy,205-0jy-2,,,t,,t,外回り,内回り,,,◯,10両,,,,7,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ6,8,M',モハ204-16,205-0058,1985/07/11,1991/12/19,205-0jy,205-0jy,205-0jy-2,,,m,,m,外回り,内回り,,,◯,10両,,,,8,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ6,9,M,モハ205-16,205-0059,1985/07/11,1991/12/19,205-0jy,205-0jy,205-0jy-2,◇,,m,,m,外回り,内回り,,,◯,10両,,,,9,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ6,10,Tc,クハ205-6,205-0060,1985/07/11,1991/12/19,205-0jy,205-0jy,205-0jy-3,,,t,,t,外回り,内回り,,,◯,10両,,,,10,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ7,1,Tc',クハ204-7,205-0061,1985/07/16,1991/12/1,205-0jy,205-0jy,205-0jy-1,,,t,,t,外回り,内回り,,,◯,10両,,,,1,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ7,2,M',モハ204-21,205-0062,1985/07/16,1991/12/1,205-0jy,205-0jy,205-0jy-2,,,m,,m,外回り,内回り,,,◯,10両,,,,2,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ7,3,M,モハ205-21,205-0063,1985/07/16,1991/12/1,205-0jy,205-0jy,205-0jy-2,◇,,m,,m,外回り,内回り,,,◯,10両,,,,3,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ7,4,T,サハ205-14,205-0064,1985/07/16,1991/12/1,205-0jy,205-0jy,205-0jy-2,,,t,,t,外回り,内回り,,,◯,10両,,,,4,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ7,5,M',モハ204-20,205-0065,1985/07/16,1991/12/1,205-0jy,205-0jy,205-0jy-2,,,m,,m,外回り,内回り,,,◯,10両,,,,5,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ7,6,M,モハ205-20,205-0066,1985/07/16,1991/12/1,205-0jy,205-0jy,205-0jy-2,◇,,m,,m,外回り,内回り,,,◯,10両,,,,6,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ7,7,T,サハ205-13,205-0067,1985/07/16,1991/12/1,205-0jy,205-0jy,205-0jy-2,,,t,,t,外回り,内回り,,,◯,10両,,,,7,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ7,8,M',モハ204-19,205-0068,1985/07/16,1991/12/1,205-0jy,205-0jy,205-0jy-2,,,m,,m,外回り,内回り,,,◯,10両,,,,8,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ7,9,M,モハ205-19,205-0069,1985/07/16,1991/12/1,205-0jy,205-0jy,205-0jy-2,◇,,m,,m,外回り,内回り,,,◯,10両,,,,9,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ7,10,Tc,クハ205-7,205-0070,1985/07/16,1991/12/1,205-0jy,205-0jy,205-0jy-3,,,t,,t,外回り,内回り,,,◯,10両,,,,10,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ8,1,Tc',クハ204-8,205-0071,1985/07/23,1991/12/02,205-0jy,205-0jy,205-0jy-1,,,t,,t,外回り,内回り,,,◯,10両,,,,1,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ8,2,M',モハ204-24,205-0072,1985/07/23,1991/12/02,205-0jy,205-0jy,205-0jy-2,,,m,,m,外回り,内回り,,,◯,10両,,,,2,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ8,3,M,モハ205-24,205-0073,1985/07/23,1991/12/02,205-0jy,205-0jy,205-0jy-2,◇,,m,,m,外回り,内回り,,,◯,10両,,,,3,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ8,4,T,サハ205-16,205-0074,1985/07/23,1991/12/02,205-0jy,205-0jy,205-0jy-2,,,t,,t,外回り,内回り,,,◯,10両,,,,4,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ8,5,M',モハ204-23,205-0075,1985/07/23,1991/12/02,205-0jy,205-0jy,205-0jy-2,,,m,,m,外回り,内回り,,,◯,10両,,,,5,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ8,6,M,モハ205-23,205-0076,1985/07/23,1991/12/02,205-0jy,205-0jy,205-0jy-2,◇,,m,,m,外回り,内回り,,,◯,10両,,,,6,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ8,7,T,サハ205-15,205-0077,1985/07/23,1991/12/02,205-0jy,205-0jy,205-0jy-2,,,t,,t,外回り,内回り,,,◯,10両,,,,7,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ8,8,M',モハ204-22,205-0078,1985/07/23,1991/12/02,205-0jy,205-0jy,205-0jy-2,,,m,,m,外回り,内回り,,,◯,10両,,,,8,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ8,9,M,モハ205-22,205-0079,1985/07/23,1991/12/02,205-0jy,205-0jy,205-0jy-2,◇,,m,,m,外回り,内回り,,,◯,10両,,,,9,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ8,10,Tc,クハ205-8,205-0080,1985/07/23,1991/12/02,205-0jy,205-0jy,205-0jy-3,,,t,,t,外回り,内回り,,,◯,10両,,,,10,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ9,1,Tc',クハ204-9,205-0081,1985/08/20,1991/12/01,205-0jy,205-0jy,205-0jy-1,,,t,,t,外回り,内回り,,,◯,10両,,,,1,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ9,2,M',モハ204-27,205-0082,1985/08/20,1991/12/01,205-0jy,205-0jy,205-0jy-2,,,m,,m,外回り,内回り,,,◯,10両,,,,2,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ9,3,M,モハ205-27,205-0083,1985/08/20,1991/12/01,205-0jy,205-0jy,205-0jy-2,◇,,m,,m,外回り,内回り,,,◯,10両,,,,3,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ9,4,T,サハ205-18,205-0084,1985/08/20,1991/12/01,205-0jy,205-0jy,205-0jy-2,,,t,,t,外回り,内回り,,,◯,10両,,,,4,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ9,5,M',モハ204-26,205-0085,1985/08/20,1991/12/01,205-0jy,205-0jy,205-0jy-2,,,m,,m,外回り,内回り,,,◯,10両,,,,5,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ9,6,M,モハ205-26,205-0086,1985/08/20,1991/12/01,205-0jy,205-0jy,205-0jy-2,◇,,m,,m,外回り,内回り,,,◯,10両,,,,6,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ9,7,T,サハ205-17,205-0087,1985/08/20,1991/12/01,205-0jy,205-0jy,205-0jy-2,,,t,,t,外回り,内回り,,,◯,10両,,,,7,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ9,8,M',モハ204-25,205-0088,1985/08/20,1991/12/01,205-0jy,205-0jy,205-0jy-2,,,m,,m,外回り,内回り,,,◯,10両,,,,8,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ9,9,M,モハ205-25,205-0089,1985/08/20,1991/12/01,205-0jy,205-0jy,205-0jy-2,◇,,m,,m,外回り,内回り,,,◯,10両,,,,9,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ9,10,Tc,クハ205-9,205-0090,1985/08/20,1991/12/01,205-0jy,205-0jy,205-0jy-3,,,t,,t,外回り,内回り,,,◯,10両,,,,10,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ10,1,Tc',クハ204-10,205-0091,1985/08/22,1991/12/02,205-0jy,205-0jy,205-0jy-1,,,t,,t,外回り,内回り,,,◯,10両,,,,1,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ10,2,M',モハ204-30,205-0092,1985/08/22,1991/12/02,205-0jy,205-0jy,205-0jy-2,,,m,,m,外回り,内回り,,,◯,10両,,,,2,,,,,,,,
JR東日本,山手線,山手電車区,205系,0番台,ﾔﾃ10,3,M,モハ205-30,205-0093,1985/08/22,1991/12/02,205-0jy,205-0jy,205-0jy-2,◇,,m,,m,外回り,内回り,,,◯,10両,,,,3,,,,,,,,
