会社名,路線系統,所属基地,形式,番台,編成名,組成順,略号,車両番号,車両ID,始,終,見出しアイコン,編成アイコン,車体アイコン,pl,pr,bl,bc,br,左方向,右方向,ATACS-ID,ラッピング,消滅済,見出し特記事項,変遷変更点,編成情報(選択),編成情報(記述),車両情報(選択),車両情報(記述),集電装置,主電動機,制御装置,補助電源装置,空気圧縮機,動力台車,付随台車
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ506,6,M,モハE231-517,e231-5061,2011/07/05,2020/01/24,e231-500jy,e231-500jy,e231-500jy-2,＜,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,6,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ506,7,T,サハE231-606,e231-6006,2011/07/05,2020/01/24,e231-500jy,e231-500jy,e231-500jy-2,,,t,,t,外回り,内回り,,,◯,ホームドア対応,,,,7,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ506,8,M',モハE230-516,e231-5063,2011/07/05,2020/01/24,e231-500jy,e231-500jy,e231-500jy-2,,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,8,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ506,9,M,モハE231-516,e231-5064,2011/07/05,2020/01/24,e231-500jy,e231-500jy,e231-500jy-2,＜,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,9,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ506,10,T,サハE231-4606,e231-4606,2011/07/05,2020/01/24,e231-500jy,e231-500jy,e231-500jy-2,,,t,,t,外回り,内回り,,,◯,ホームドア対応,,,,10,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ506,11,Tc,クハE231-506,e231-5066,2011/07/05,2020/01/24,e231-500jy,e231-500jy,e231-500jy-3,,,t,,t,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,11,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ507,1,Tc',クハE230-507,e231-5067,2011/06/22,2017/05/10,e231-500jy,e231-500jy,e231-500jy-1,,,t,,t,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,1,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ507,2,M',モハE230-521,e231-5068,2011/06/22,2017/05/10,e231-500jy,e231-500jy,e231-500jy-2,,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,2,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ507,3,M,モハE231-521,e231-5069,2011/06/22,2017/05/10,e231-500jy,e231-500jy,e231-500jy-2,＜,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,3,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ507,4,T,サハE231-507,e231-5070,2011/06/22,2017/05/10,e231-500jy,e231-500jy,e231-500jy-2,,,t,,t,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,"4,we",,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ507,5,M',モハE230-520,e231-5071,2011/06/22,2017/05/10,e231-500jy,e231-500jy,e231-500jy-2,,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,5,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ507,6,M,モハE231-520,e231-5072,2011/06/22,2017/05/10,e231-500jy,e231-500jy,e231-500jy-2,＜,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,6,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ507,7,T,サハE231-607,e231-6007,2011/06/22,2017/05/10,e231-500jy,e231-500jy,e231-500jy-2,,,t,,t,外回り,内回り,,,◯,ホームドア対応,,,,7,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ507,8,M',モハE230-519,e231-5074,2011/06/22,2017/05/10,e231-500jy,e231-500jy,e231-500jy-2,,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,8,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ507,9,M,モハE231-519,e231-5075,2011/06/22,2017/05/10,e231-500jy,e231-500jy,e231-500jy-2,＜,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,9,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ507,10,T,サハE231-4607,e231-4607,2011/06/22,2017/05/10,e231-500jy,e231-500jy,e231-500jy-2,,,t,,t,外回り,内回り,,,◯,ホームドア対応,,,,10,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ507,11,Tc,クハE231-507,e231-5077,2011/06/22,2017/05/10,e231-500jy,e231-500jy,e231-500jy-3,,,t,,t,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,11,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ508,1,Tc',クハE230-508,e231-5078,2011/06/20,2017/06/06,e231-500jy,e231-500jy,e231-500jy-1,,,t,,t,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,1,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ508,2,M',モハE230-524,e231-5079,2011/06/20,2017/06/06,e231-500jy,e231-500jy,e231-500jy-2,,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,2,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ508,3,M,モハE231-524,e231-5080,2011/06/20,2017/06/06,e231-500jy,e231-500jy,e231-500jy-2,＜,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,3,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ508,4,T,サハE231-508,e231-5081,2011/06/20,2017/06/06,e231-500jy,e231-500jy,e231-500jy-2,,,t,,t,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,"4,we",,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ508,5,M',モハE230-523,e231-5082,2011/06/20,2017/06/06,e231-500jy,e231-500jy,e231-500jy-2,,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,5,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ508,6,M,モハE231-523,e231-5083,2011/06/20,2017/06/06,e231-500jy,e231-500jy,e231-500jy-2,＜,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,6,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ508,7,T,サハE231-608,e231-6008,2011/06/20,2017/06/06,e231-500jy,e231-500jy,e231-500jy-2,,,t,,t,外回り,内回り,,,◯,ホームドア対応,,,,7,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ508,8,M',モハE230-522,e231-5085,2011/06/20,2017/06/06,e231-500jy,e231-500jy,e231-500jy-2,,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,8,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ508,9,M,モハE231-522,e231-5086,2011/06/20,2017/06/06,e231-500jy,e231-500jy,e231-500jy-2,＜,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,9,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ508,10,T,サハE231-4608,e231-4608,2011/06/20,2017/06/06,e231-500jy,e231-500jy,e231-500jy-2,,,t,,t,外回り,内回り,,,◯,ホームドア対応,,,,10,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ508,11,Tc,クハE231-508,e231-5088,2011/06/20,2017/06/06,e231-500jy,e231-500jy,e231-500jy-3,,,t,,t,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,11,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ509,1,Tc',クハE230-509,e231-5089,2011/06/02,2017/06/28,e231-500jy,e231-500jy,e231-500jy-1,,,t,,t,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,1,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ509,2,M',モハE230-527,e231-5090,2011/06/02,2017/06/28,e231-500jy,e231-500jy,e231-500jy-2,,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,2,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ509,3,M,モハE231-527,e231-5091,2011/06/02,2017/06/28,e231-500jy,e231-500jy,e231-500jy-2,＜,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,3,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ509,4,T,サハE231-509,e231-5092,2011/06/02,2017/06/28,e231-500jy,e231-500jy,e231-500jy-2,,,t,,t,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,"4,we",,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ509,5,M',モハE230-526,e231-5093,2011/06/02,2017/06/28,e231-500jy,e231-500jy,e231-500jy-2,,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,5,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ509,6,M,モハE231-526,e231-5094,2011/06/02,2017/06/28,e231-500jy,e231-500jy,e231-500jy-2,＜,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,6,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ509,7,T,サハE231-609,e231-6009,2011/06/02,2017/06/28,e231-500jy,e231-500jy,e231-500jy-2,,,t,,t,外回り,内回り,,,◯,ホームドア対応,,,,7,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ509,8,M',モハE230-525,e231-5096,2011/06/02,2017/06/28,e231-500jy,e231-500jy,e231-500jy-2,,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,8,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ509,9,M,モハE231-525,e231-5097,2011/06/02,2017/06/28,e231-500jy,e231-500jy,e231-500jy-2,＜,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,9,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ509,10,T,サハE231-4609,e231-4609,2011/06/02,2017/06/28,e231-500jy,e231-500jy,e231-500jy-2,,,t,,t,外回り,内回り,,,◯,ホームドア対応,,,,10,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ509,11,Tc,クハE231-509,e231-5099,2011/06/02,2017/06/28,e231-500jy,e231-500jy,e231-500jy-3,,,t,,t,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,11,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ510,1,Tc',クハE230-510,e231-5100,2011/05/30,2017/07/25,e231-500jy,e231-500jy,e231-500jy-1,,,t,,t,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,1,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ510,2,M',モハE230-530,e231-5101,2011/05/30,2017/07/25,e231-500jy,e231-500jy,e231-500jy-2,,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,2,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ510,3,M,モハE231-530,e231-5102,2011/05/30,2017/07/25,e231-500jy,e231-500jy,e231-500jy-2,＜,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,3,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ510,4,T,サハE231-510,e231-5103,2011/05/30,2017/07/25,e231-500jy,e231-500jy,e231-500jy-2,,,t,,t,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,"4,we",,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ510,5,M',モハE230-529,e231-5104,2011/05/30,2017/07/25,e231-500jy,e231-500jy,e231-500jy-2,,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,5,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ510,6,M,モハE231-529,e231-5105,2011/05/30,2017/07/25,e231-500jy,e231-500jy,e231-500jy-2,＜,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,6,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ510,7,T,サハE231-610,e231-6010,2011/05/30,2017/07/25,e231-500jy,e231-500jy,e231-500jy-2,,,t,,t,外回り,内回り,,,◯,ホームドア対応,,,,7,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ510,8,M',モハE230-528,e231-5107,2011/05/30,2017/07/25,e231-500jy,e231-500jy,e231-500jy-2,,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,8,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ510,9,M,モハE231-528,e231-5108,2011/05/30,2017/07/25,e231-500jy,e231-500jy,e231-500jy-2,＜,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,9,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ510,10,T,サハE231-4610,e231-4610,2011/05/30,2017/07/25,e231-500jy,e231-500jy,e231-500jy-2,,,t,,t,外回り,内回り,,,◯,ホームドア対応,,,,10,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ510,11,Tc,クハE231-510,e231-5110,2011/05/30,2017/07/25,e231-500jy,e231-500jy,e231-500jy-3,,,t,,t,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,11,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ511,1,Tc',クハE230-511,e231-5111,2011/05/12,2017/10/06,e231-500jy,e231-500jy,e231-500jy-1,,,t,,t,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,1,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ511,2,M',モハE230-533,e231-5112,2011/05/12,2017/10/06,e231-500jy,e231-500jy,e231-500jy-2,,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,2,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ511,3,M,モハE231-533,e231-5113,2011/05/12,2017/10/06,e231-500jy,e231-500jy,e231-500jy-2,＜,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,3,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ511,4,T,サハE231-511,e231-5114,2011/05/12,2017/10/06,e231-500jy,e231-500jy,e231-500jy-2,,,t,,t,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,"4,we",,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ511,5,M',モハE230-532,e231-5115,2011/05/12,2017/10/06,e231-500jy,e231-500jy,e231-500jy-2,,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,5,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ511,6,M,モハE231-532,e231-5116,2011/05/12,2017/10/06,e231-500jy,e231-500jy,e231-500jy-2,＜,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,6,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ511,7,T,サハE231-611,e231-6011,2011/05/12,2017/10/06,e231-500jy,e231-500jy,e231-500jy-2,,,t,,t,外回り,内回り,,,◯,ホームドア対応,,,,7,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ511,8,M',モハE230-531,e231-5118,2011/05/12,2017/10/06,e231-500jy,e231-500jy,e231-500jy-2,,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,8,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ511,9,M,モハE231-531,e231-5119,2011/05/12,2017/10/06,e231-500jy,e231-500jy,e231-500jy-2,＜,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,9,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ511,10,T,サハE231-4611,e231-4611,2011/05/12,2017/10/06,e231-500jy,e231-500jy,e231-500jy-2,,,t,,t,外回り,内回り,,,◯,ホームドア対応,,,,10,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ511,11,Tc,クハE231-511,e231-5121,2011/05/12,2017/10/06,e231-500jy,e231-500jy,e231-500jy-3,,,t,,t,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,11,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ512,1,Tc',クハE230-512,e231-5122,2011/05/09,2019/10/04,e231-500jy,e231-500jy,e231-500jy-1,,,t,,t,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,1,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ512,2,M',モハE230-536,e231-5123,2011/05/09,2019/10/04,e231-500jy,e231-500jy,e231-500jy-2,,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,2,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ512,3,M,モハE231-536,e231-5124,2011/05/09,2019/10/04,e231-500jy,e231-500jy,e231-500jy-2,＜,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,3,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ512,4,T,サハE231-512,e231-5125,2011/05/09,2019/10/04,e231-500jy,e231-500jy,e231-500jy-2,,,t,,t,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,"4,we",,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ512,5,M',モハE230-535,e231-5126,2011/05/09,2019/10/04,e231-500jy,e231-500jy,e231-500jy-2,,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,5,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ512,6,M,モハE231-535,e231-5127,2011/05/09,2019/10/04,e231-500jy,e231-500jy,e231-500jy-2,＜,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,6,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ512,7,T,サハE231-612,e231-6012,2011/05/09,2019/10/04,e231-500jy,e231-500jy,e231-500jy-2,,,t,,t,外回り,内回り,,,◯,ホームドア対応,,,,7,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ512,8,M',モハE230-534,e231-5129,2011/05/09,2019/10/04,e231-500jy,e231-500jy,e231-500jy-2,,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,8,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ512,9,M,モハE231-534,e231-5130,2011/05/09,2019/10/04,e231-500jy,e231-500jy,e231-500jy-2,＜,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,9,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ512,10,T,サハE231-4612,e231-4612,2011/05/09,2019/10/04,e231-500jy,e231-500jy,e231-500jy-2,,,t,,t,外回り,内回り,,,◯,ホームドア対応,,,,10,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ512,11,Tc,クハE231-512,e231-5132,2011/05/09,2019/10/04,e231-500jy,e231-500jy,e231-500jy-3,,,t,,t,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,11,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ513,1,Tc',クハE230-513,e231-5133,2011/03/31,2017/08/15,e231-500jy,e231-500jy,e231-500jy-1,,,t,,t,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,1,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ513,2,M',モハE230-539,e231-5134,2011/03/31,2017/08/15,e231-500jy,e231-500jy,e231-500jy-2,,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,2,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ513,3,M,モハE231-539,e231-5135,2011/03/31,2017/08/15,e231-500jy,e231-500jy,e231-500jy-2,＜,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,3,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ513,4,T,サハE231-513,e231-5136,2011/03/31,2017/08/15,e231-500jy,e231-500jy,e231-500jy-2,,,t,,t,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,"4,we",,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ513,5,M',モハE230-538,e231-5137,2011/03/31,2017/08/15,e231-500jy,e231-500jy,e231-500jy-2,,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,5,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ513,6,M,モハE231-538,e231-5138,2011/03/31,2017/08/15,e231-500jy,e231-500jy,e231-500jy-2,＜,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,6,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ513,7,T,サハE231-613,e231-6013,2011/03/31,2017/08/15,e231-500jy,e231-500jy,e231-500jy-2,,,t,,t,外回り,内回り,,,◯,ホームドア対応,,,,7,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ513,8,M',モハE230-537,e231-5140,2011/03/31,2017/08/15,e231-500jy,e231-500jy,e231-500jy-2,,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,8,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ513,9,M,モハE231-537,e231-5141,2011/03/31,2017/08/15,e231-500jy,e231-500jy,e231-500jy-2,＜,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,9,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ513,10,T,サハE231-4613,e231-4613,2011/03/31,2017/08/15,e231-500jy,e231-500jy,e231-500jy-2,,,t,,t,外回り,内回り,,,◯,ホームドア対応,,,,10,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ513,11,Tc,クハE231-513,e231-5143,2011/03/31,2017/08/15,e231-500jy,e231-500jy,e231-500jy-3,,,t,,t,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,11,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ514,1,Tc',クハE230-514,e231-5144,2011/03/28,2017/09/13,e231-500jy,e231-500jy,e231-500jy-1,,,t,,t,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,1,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ514,2,M',モハE230-542,e231-5145,2011/03/28,2017/09/13,e231-500jy,e231-500jy,e231-500jy-2,,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,2,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ514,3,M,モハE231-542,e231-5146,2011/03/28,2017/09/13,e231-500jy,e231-500jy,e231-500jy-2,＜,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,3,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ514,4,T,サハE231-514,e231-5147,2011/03/28,2017/09/13,e231-500jy,e231-500jy,e231-500jy-2,,,t,,t,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,"4,we",,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ514,5,M',モハE230-541,e231-5148,2011/03/28,2017/09/13,e231-500jy,e231-500jy,e231-500jy-2,,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,5,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ514,6,M,モハE231-541,e231-5149,2011/03/28,2017/09/13,e231-500jy,e231-500jy,e231-500jy-2,＜,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,6,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ514,7,T,サハE231-614,e231-6014,2011/03/28,2017/09/13,e231-500jy,e231-500jy,e231-500jy-2,,,t,,t,外回り,内回り,,,◯,ホームドア対応,,,,7,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ514,8,M',モハE230-540,e231-5151,2011/03/28,2017/09/13,e231-500jy,e231-500jy,e231-500jy-2,,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,8,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ514,9,M,モハE231-540,e231-5152,2011/03/28,2017/09/13,e231-500jy,e231-500jy,e231-500jy-2,＜,,m,,m,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,9,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ514,10,T,サハE231-4614,e231-4614,2011/03/28,2017/09/13,e231-500jy,e231-500jy,e231-500jy-2,,,t,,t,外回り,内回り,,,◯,ホームドア対応,,,,10,,,,,,,,
JR東日本,山手線,東京総合車両センター,E231系,500番台,ﾄｳ514,11,Tc,クハE231-514,e231-5154,2011/03/28,2017/09/13,e231-500jy,e231-500jy,e231-500jy-3,,,t,,t,外回り,内回り,,,◯,ホームドア対応,6ドア車を抜いたホームドア対応編成,,,11,,,,,,,,
